hotel,is_canceled,lead_time,stays_in_week_nights,adults,children,babies,meal,deposit_type,agent,company
City Hotel,0,87,4,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,168,5,2,0,0,SC,No Deposit,7,NULL
City Hotel,0,145,4,2,0,0,BB,No Deposit,28,NULL
City Hotel,0,179,4,1,0,0,BB,No Deposit,7,NULL
City Hotel,0,145,4,2,0,0,BB,No Deposit,28,NULL
City Hotel,0,2,3,2,0,0,BB,No Deposit,138,NULL
City Hotel,0,150,4,1,0,0,BB,No Deposit,22,NULL
City Hotel,0,17,7,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,46,1,1,0,0,BB,No Deposit,9,NULL
City Hotel,0,14,1,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,30,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,44,1,2,0,0,BB,No Deposit,NULL,40
City Hotel,0,1,1,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,6,1,2,0,0,BB,No Deposit,NULL,40
City Hotel,0,14,1,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,1,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,125,4,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,NULL
City Hotel,0,7,1,3,0,0,BB,No Deposit,NULL,NULL
City Hotel,0,19,4,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,19,4,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,0,3,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,116,3,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,137,4,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,104,4,2,0,0,BB,No Deposit,7,NULL
City Hotel,0,133,4,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,0,0,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,10,3,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,158,3,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,166,5,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,0,4,1,0,0,BB,No Deposit,9,NULL
City Hotel,0,129,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,0,1,2,0,0,BB,No Deposit,NULL,NULL
City Hotel,0,91,5,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,91,5,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,141,5,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,254,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,254,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,254,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,151,4,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,116,4,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,21,5,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,21,5,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,12,3,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,10,4,3,1,0,BB,No Deposit,14,NULL
City Hotel,0,114,3,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,179,4,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,157,4,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,60,1,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,109,2,2,1,0,BB,No Deposit,8,NULL
City Hotel,0,9,2,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,162,4,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,151,7,2,2,0,BB,No Deposit,9,NULL
City Hotel,0,157,3,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,0,2,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,8,3,1,0,0,BB,No Deposit,14,NULL
City Hotel,0,2,1,2,0,0,BB,No Deposit,7,NULL
City Hotel,0,31,3,2,1,0,BB,No Deposit,14,NULL
City Hotel,0,27,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,96,4,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,28,3,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,13,1,2,2,0,BB,No Deposit,9,NULL
City Hotel,0,121,4,3,0,0,BB,No Deposit,22,NULL
City Hotel,0,176,4,2,1,0,BB,No Deposit,14,NULL
City Hotel,0,167,4,2,0,0,SC,No Deposit,8,NULL
City Hotel,0,97,2,2,0,0,BB,No Deposit,85,NULL
City Hotel,0,1,4,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,166,4,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,3,1,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,158,3,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,128,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,39,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,142,5,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,144,5,2,0,0,SC,No Deposit,28,NULL
City Hotel,0,142,5,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,1,1,2,0,0,BB,No Deposit,NULL,NULL
City Hotel,0,102,1,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,44,1,2,1,1,BB,No Deposit,9,NULL
City Hotel,0,1,4,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,82,1,3,1,0,BB,No Deposit,9,NULL
City Hotel,0,44,1,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,80,5,2,0,0,BB,No Deposit,85,NULL
City Hotel,0,131,1,2,1,0,BB,No Deposit,22,NULL
City Hotel,0,151,4,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,4,2,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,163,3,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,166,3,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,115,4,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,177,1,2,0,0,HB,No Deposit,1,NULL
City Hotel,0,177,1,3,0,0,HB,No Deposit,1,NULL
City Hotel,0,12,1,2,0,0,HB,No Deposit,1,NULL
City Hotel,0,177,1,2,0,0,HB,No Deposit,1,NULL
City Hotel,0,177,1,2,0,0,HB,No Deposit,1,NULL
City Hotel,0,177,1,2,0,0,HB,No Deposit,1,NULL
City Hotel,0,10,1,1,0,0,HB,No Deposit,1,NULL
City Hotel,0,129,5,2,0,0,BB,No Deposit,7,NULL
City Hotel,0,177,1,2,0,0,HB,No Deposit,1,NULL
City Hotel,0,177,1,2,0,0,HB,No Deposit,1,NULL
City Hotel,0,177,1,2,0,0,HB,No Deposit,1,NULL
City Hotel,0,177,1,2,0,0,HB,No Deposit,1,NULL
City Hotel,0,8,1,1,0,0,HB,No Deposit,1,NULL
City Hotel,0,177,1,2,0,0,HB,No Deposit,1,NULL
City Hotel,0,77,5,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,54,0,2,2,0,BB,No Deposit,7,NULL
City Hotel,0,100,4,3,0,0,SC,No Deposit,7,NULL
City Hotel,0,1,0,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,80,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,105,3,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,6,2,1,0,0,BB,No Deposit,138,NULL
City Hotel,0,156,5,2,0,0,HB,No Deposit,NULL,NULL
City Hotel,0,156,5,2,0,0,HB,No Deposit,NULL,NULL
City Hotel,0,176,2,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,176,2,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,110,3,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,103,4,2,0,0,SC,No Deposit,83,NULL
City Hotel,0,178,4,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,0,0,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,180,0,1,0,0,BB,No Deposit,14,NULL
City Hotel,0,180,0,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,137,4,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,0,2,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,110,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,156,3,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,130,4,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,113,5,2,0,0,BB,No Deposit,7,NULL
City Hotel,0,113,5,2,0,0,BB,No Deposit,7,NULL
City Hotel,0,151,5,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,113,5,2,0,0,BB,No Deposit,7,NULL
City Hotel,0,31,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,177,5,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,0,2,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,75,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,184,0,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,45,0,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,51,1,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,4,2,2,2,0,BB,No Deposit,8,NULL
City Hotel,0,142,5,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,157,3,2,0,0,BB,No Deposit,22,NULL
City Hotel,0,110,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,138,5,2,0,0,HB,No Deposit,16,NULL
City Hotel,0,157,3,2,0,0,BB,No Deposit,22,NULL
City Hotel,0,2,3,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,176,2,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,176,2,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,141,4,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,141,4,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,141,4,1,0,0,BB,No Deposit,9,NULL
City Hotel,0,10,1,1,0,0,HB,No Deposit,1,NULL
City Hotel,0,5,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,108,4,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,79,4,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,148,7,2,0,0,HB,No Deposit,16,NULL
City Hotel,0,25,2,2,0,0,BB,No Deposit,138,NULL
City Hotel,0,150,2,3,0,0,BB,No Deposit,22,NULL
City Hotel,0,0,0,2,0,0,BB,No Deposit,NULL,NULL
City Hotel,0,110,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,1,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,98,1,2,0,0,BB,No Deposit,NULL,NULL
City Hotel,0,165,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,109,0,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,141,5,2,0,0,BB,No Deposit,27,NULL
City Hotel,0,141,5,2,0,0,BB,No Deposit,27,NULL
City Hotel,0,7,0,1,0,0,BB,No Deposit,9,NULL
City Hotel,0,0,0,2,0,0,SC,No Deposit,7,NULL
City Hotel,0,121,3,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,94,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,127,0,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,128,3,2,0,0,BB,No Deposit,138,NULL
City Hotel,0,3,0,1,0,0,BB,No Deposit,14,NULL
City Hotel,0,60,1,3,0,0,BB,No Deposit,14,NULL
City Hotel,0,109,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,4,0,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,7,0,1,0,0,BB,No Deposit,9,NULL
City Hotel,0,98,4,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,165,4,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,28,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,166,3,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,70,0,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,70,0,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,193,2,2,1,0,BB,No Deposit,22,NULL
City Hotel,0,165,4,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,99,1,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,155,4,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,88,5,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,0,0,1,0,0,SC,No Deposit,9,NULL
City Hotel,0,39,0,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,154,3,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,56,0,2,0,0,BB,No Deposit,7,NULL
City Hotel,0,149,5,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,125,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,48,1,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,1,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,103,1,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,112,3,2,0,0,BB,No Deposit,22,NULL
City Hotel,0,102,2,2,0,0,BB,No Deposit,22,NULL
City Hotel,0,36,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,119,5,2,0,0,BB,No Deposit,22,NULL
City Hotel,0,60,0,2,0,0,BB,No Deposit,22,NULL
City Hotel,0,48,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,7,0,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,109,4,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,109,4,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,22,1,2,0,0,BB,No Deposit,138,NULL
City Hotel,0,1,0,2,0,0,SC,No Deposit,152,NULL
City Hotel,0,0,2,2,2,0,BB,No Deposit,8,NULL
City Hotel,0,184,0,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,127,0,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,120,5,2,0,0,BB,No Deposit,NULL,NULL
City Hotel,0,120,5,2,0,0,BB,No Deposit,NULL,NULL
City Hotel,0,112,3,2,0,0,BB,No Deposit,22,NULL
City Hotel,0,0,0,2,2,0,BB,No Deposit,NULL,NULL
City Hotel,0,108,5,0,0,0,SC,No Deposit,89,NULL
City Hotel,0,128,3,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,133,1,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,269,1,2,0,0,BB,No Deposit,83,NULL
City Hotel,0,73,1,2,0,0,SC,No Deposit,14,NULL
City Hotel,0,79,5,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,57,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,60,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,5,1,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,122,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,122,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,159,5,2,0,0,BB,No Deposit,7,NULL
City Hotel,0,125,1,2,2,0,BB,No Deposit,9,NULL
City Hotel,0,0,1,1,0,0,BB,No Deposit,14,NULL
City Hotel,0,6,1,1,0,0,BB,No Deposit,NULL,227
City Hotel,0,0,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,6,1,1,0,0,BB,No Deposit,NULL,227
City Hotel,0,3,2,1,0,0,BB,No Deposit,NULL,227
City Hotel,0,13,2,1,0,0,BB,No Deposit,NULL,227
City Hotel,0,117,3,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,90,1,3,0,0,BB,No Deposit,22,NULL
City Hotel,0,51,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,27,1,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,89,1,2,0,0,SC,No Deposit,7,NULL
City Hotel,0,2,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,147,1,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,30,4,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,103,11,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,6,1,1,0,0,BB,No Deposit,9,NULL
City Hotel,0,53,1,2,0,0,SC,No Deposit,8,NULL
City Hotel,0,12,1,1,0,0,BB,No Deposit,9,NULL
City Hotel,0,12,1,1,0,0,BB,No Deposit,9,NULL
City Hotel,0,35,1,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,13,1,1,0,0,BB,No Deposit,NULL,62
City Hotel,1,0,0,1,0,0,BB,No Deposit,NULL,62
City Hotel,0,13,1,1,0,0,BB,No Deposit,NULL,62
City Hotel,0,13,1,1,0,0,BB,No Deposit,NULL,62
City Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,62
City Hotel,0,152,1,1,0,0,BB,No Deposit,9,NULL
City Hotel,0,177,1,3,2,0,BB,No Deposit,NULL,NULL
City Hotel,0,152,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,152,1,2,0,1,BB,No Deposit,9,NULL
City Hotel,0,152,1,2,0,1,BB,No Deposit,9,NULL
City Hotel,0,1,1,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,34,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,155,3,2,0,0,BB,No Deposit,85,NULL
City Hotel,0,111,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,176,6,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,78,6,1,0,0,BB,No Deposit,9,NULL
City Hotel,0,151,1,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,82,1,2,0,0,BB,No Deposit,7,NULL
City Hotel,0,45,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,132,5,3,0,0,BB,No Deposit,22,NULL
City Hotel,0,159,1,2,2,0,BB,No Deposit,14,NULL
City Hotel,0,12,2,2,0,0,BB,No Deposit,138,NULL
City Hotel,0,154,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,12,1,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,112,5,2,0,0,BB,No Deposit,22,NULL
City Hotel,0,154,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,117,3,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,55,2,2,1,0,BB,No Deposit,14,NULL
City Hotel,0,36,1,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,36,1,1,0,0,BB,No Deposit,9,NULL
City Hotel,0,17,1,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,17,1,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,103,2,2,1,0,BB,No Deposit,7,NULL
City Hotel,0,131,2,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,113,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,52,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,3,2,1,0,0,BB,No Deposit,NULL,275
City Hotel,0,3,2,1,0,0,BB,No Deposit,NULL,275
City Hotel,0,91,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,145,2,1,0,0,BB,No Deposit,14,NULL
City Hotel,0,86,2,3,0,0,BB,No Deposit,22,NULL
City Hotel,0,20,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,84,1,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,65,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,76,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,65,2,1,0,0,BB,No Deposit,9,NULL
City Hotel,0,3,2,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,7,2,2,1,0,BB,No Deposit,83,NULL
City Hotel,0,97,2,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,97,2,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,93,2,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,65,4,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,143,1,2,0,0,BB,No Deposit,7,NULL
City Hotel,0,143,1,1,2,0,BB,No Deposit,7,NULL
City Hotel,0,101,2,2,0,0,BB,No Deposit,22,NULL
City Hotel,0,101,2,2,1,0,BB,No Deposit,22,NULL
City Hotel,0,64,2,2,0,0,SC,No Deposit,85,NULL
City Hotel,0,102,2,2,0,0,BB,No Deposit,16,NULL
City Hotel,0,93,2,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,93,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,69,2,2,1,1,BB,No Deposit,247,NULL
City Hotel,0,283,3,2,0,0,BB,No Deposit,7,NULL
City Hotel,0,85,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,136,2,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,128,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,90,5,3,0,0,BB,No Deposit,159,NULL
City Hotel,0,75,2,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,143,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,108,2,2,0,0,BB,No Deposit,27,NULL
City Hotel,0,110,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,6,2,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,30,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,9,5,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,119,2,2,3,0,BB,No Deposit,14,NULL
City Hotel,0,50,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,18,2,2,0,0,BB,No Deposit,7,NULL
City Hotel,0,7,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,43,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,66,2,2,0,0,BB,No Deposit,85,NULL
City Hotel,0,0,1,2,0,0,HB,No Deposit,9,NULL
City Hotel,0,152,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,79,3,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,141,2,2,2,0,HB,No Deposit,9,NULL
City Hotel,0,128,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,128,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,89,5,2,2,0,BB,No Deposit,9,NULL
City Hotel,0,239,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,120,3,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,94,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,94,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,113,3,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,0,1,1,0,0,BB,No Deposit,NULL,210
City Hotel,0,100,3,2,1,0,BB,No Deposit,7,NULL
City Hotel,0,28,1,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,3,0,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,52,1,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,30,0,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,45,0,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,65,0,2,0,0,BB,No Deposit,NULL,40
City Hotel,0,86,0,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,20,0,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,34,0,2,0,0,BB,No Deposit,NULL,40
City Hotel,0,55,0,1,0,0,BB,No Deposit,NULL,40
City Hotel,1,54,0,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,3,2,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,28,1,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,63,1,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,3,0,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,30,0,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,45,0,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,64,1,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,86,0,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,20,0,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,34,0,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,55,0,0,0,0,SC,No Deposit,NULL,40
City Hotel,1,54,0,1,0,0,BB,No Deposit,NULL,40
City Hotel,0,137,3,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,132,3,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,1,3,2,0,0,BB,No Deposit,7,NULL
City Hotel,0,102,2,2,0,0,BB,No Deposit,NULL,NULL
City Hotel,0,168,4,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,4,1,2,1,0,BB,No Deposit,8,NULL
City Hotel,0,113,3,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,71,3,2,0,0,BB,No Deposit,8,NULL
City Hotel,0,173,3,2,0,0,BB,No Deposit,27,NULL
City Hotel,0,10,3,1,0,0,BB,No Deposit,195,NULL
City Hotel,0,103,3,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,106,3,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,57,1,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,3,1,2,0,0,SC,No Deposit,85,NULL
City Hotel,0,112,2,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,2,2,2,0,0,BB,No Deposit,NULL,216
City Hotel,0,117,3,2,0,0,BB,No Deposit,121,NULL
City Hotel,0,175,2,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,101,2,2,2,0,BB,No Deposit,14,NULL
City Hotel,0,109,3,2,0,0,HB,No Deposit,16,NULL
City Hotel,0,114,3,2,0,0,BB,No Deposit,15,NULL
City Hotel,0,151,3,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,154,3,2,2,0,BB,No Deposit,14,NULL
City Hotel,0,86,4,2,0,0,HB,No Deposit,83,NULL
City Hotel,0,7,3,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,93,3,2,0,0,BB,No Deposit,22,NULL
City Hotel,0,98,3,2,0,0,HB,No Deposit,9,NULL
City Hotel,0,90,3,2,0,0,SC,No Deposit,7,NULL
City Hotel,0,98,3,2,0,0,HB,No Deposit,9,NULL
City Hotel,0,113,3,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,113,3,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,3,3,2,2,0,BB,No Deposit,9,NULL
City Hotel,0,109,3,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,133,3,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,133,3,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,133,3,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,133,3,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,133,3,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,133,3,2,1,0,BB,No Deposit,9,NULL
City Hotel,0,114,3,2,0,0,BB,No Deposit,15,NULL
City Hotel,0,52,2,3,0,0,BB,No Deposit,14,NULL
City Hotel,0,150,3,1,0,0,BB,No Deposit,14,NULL
City Hotel,0,173,3,1,1,0,BB,No Deposit,11,NULL
City Hotel,0,173,3,1,1,0,BB,No Deposit,11,NULL
City Hotel,0,138,3,2,0,0,HB,No Deposit,9,NULL
City Hotel,0,0,1,2,2,0,BB,No Deposit,NULL,NULL
City Hotel,0,136,4,2,0,0,BB,No Deposit,118,NULL
City Hotel,0,184,4,3,0,0,BB,No Deposit,22,NULL
City Hotel,0,11,1,2,2,0,BB,No Deposit,9,NULL
City Hotel,0,25,4,2,0,0,SC,No Deposit,157,NULL
City Hotel,0,102,4,2,0,0,HB,No Deposit,9,NULL
City Hotel,0,33,1,1,0,0,SC,No Deposit,9,NULL
City Hotel,0,79,4,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,131,4,1,0,0,BB,No Deposit,9,273
City Hotel,0,149,4,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,78,4,2,0,0,BB,No Deposit,9,NULL
City Hotel,0,74,2,2,0,0,BB,No Deposit,14,NULL
City Hotel,0,51,1,3,0,0,BB,No Deposit,9,NULL
City Hotel,0,51,1,2,0,0,SC,No Deposit,9,NULL
City Hotel,0,90,3,2,0,0,HB,No Deposit,28,NULL
City Hotel,0,146,3,2,0,0,SC,No Deposit,9,NULL
